subject,relation,object,subject_label,object_label,sentence,source_url
asthma,hasMedication*,corticosteroids,DISEASE,MEDICATION,"Acute severe asthma, also known as status asthmaticus, is an acute exacerbation of asthma that does not respond to standard treatments of bronchodilators (inhalers) and corticosteroids.",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasMedication*,corticosteroids,DISEASE,MEDICATION,"Acute severe asthma, also known as status asthmaticus, is an acute exacerbation of asthma that does not respond to standard treatments of bronchodilators (inhalers) and corticosteroids.",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,cough,DISEASE,SYMPTOM,Signs and symptoms An exacerbation (attack) of asthma is experienced as a worsening of asthma symptoms with breathlessness and cough (often worse at night).,https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,cough,DISEASE,SYMPTOM,Signs and symptoms An exacerbation (attack) of asthma is experienced as a worsening of asthma symptoms with breathlessness and cough (often worse at night).,https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,cyanosis,DISEASE,SYMPTOM,"Very severe acute asthma (termed ""near-fatal"" as there is an immediate risk to life) is characterised by a peak flow of less than 33% predicted, oxygen saturations below 92% or cyanosis (blue discoloration, usually of the lips), absence of audible breath sounds over the chest (""silent chest"" : wheez",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,Shortness,DISEASE,SYMPTOM,"Severe asthma attack can cause symptoms such as:  Shortness of breath Inability to speak in full sentences Feeling breathless even when lying down Chest feels tight Bluish tint to the lips Hunched shoulders, and strained muscles in stomach and neck Feeling the need to sit or stand up to breathe more",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,of,DISEASE,SYMPTOM,"Severe asthma attack can cause symptoms such as:  Shortness of breath Inability to speak in full sentences Feeling breathless even when lying down Chest feels tight Bluish tint to the lips Hunched shoulders, and strained muscles in stomach and neck Feeling the need to sit or stand up to breathe more",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,breath,DISEASE,SYMPTOM,"Severe asthma attack can cause symptoms such as:  Shortness of breath Inability to speak in full sentences Feeling breathless even when lying down Chest feels tight Bluish tint to the lips Hunched shoulders, and strained muscles in stomach and neck Feeling the need to sit or stand up to breathe more",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,Shortness,DISEASE,SYMPTOM,"Severe asthma attack can cause symptoms such as:  Shortness of breath Inability to speak in full sentences Feeling breathless even when lying down Chest feels tight Bluish tint to the lips Hunched shoulders, and strained muscles in stomach and neck Feeling the need to sit or stand up to breathe more",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,of,DISEASE,SYMPTOM,"Severe asthma attack can cause symptoms such as:  Shortness of breath Inability to speak in full sentences Feeling breathless even when lying down Chest feels tight Bluish tint to the lips Hunched shoulders, and strained muscles in stomach and neck Feeling the need to sit or stand up to breathe more",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,breath,DISEASE,SYMPTOM,"Severe asthma attack can cause symptoms such as:  Shortness of breath Inability to speak in full sentences Feeling breathless even when lying down Chest feels tight Bluish tint to the lips Hunched shoulders, and strained muscles in stomach and neck Feeling the need to sit or stand up to breathe more",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,Shortness,DISEASE,SYMPTOM,"Severe asthma attack can cause symptoms such as:  Shortness of breath Inability to speak in full sentences Feeling breathless even when lying down Chest feels tight Bluish tint to the lips Hunched shoulders, and strained muscles in stomach and neck Feeling the need to sit or stand up to breathe more",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,of,DISEASE,SYMPTOM,"Severe asthma attack can cause symptoms such as:  Shortness of breath Inability to speak in full sentences Feeling breathless even when lying down Chest feels tight Bluish tint to the lips Hunched shoulders, and strained muscles in stomach and neck Feeling the need to sit or stand up to breathe more",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,breath,DISEASE,SYMPTOM,"Severe asthma attack can cause symptoms such as:  Shortness of breath Inability to speak in full sentences Feeling breathless even when lying down Chest feels tight Bluish tint to the lips Hunched shoulders, and strained muscles in stomach and neck Feeling the need to sit or stand up to breathe more",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,Inflammation,DISEASE,SYMPTOM,"Not seeing a doctor regularly, therefore asthma is not under good control Coming in contact with asthma triggers Allergies or severe allergic reactions Not using the peak flow meter and not taking asthma medication as directed by a primary care physician (PCP) correctly Not following an asthma actio",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,Inflammation,DISEASE,SYMPTOM,"Not seeing a doctor regularly, therefore asthma is not under good control Coming in contact with asthma triggers Allergies or severe allergic reactions Not using the peak flow meter and not taking asthma medication as directed by a primary care physician (PCP) correctly Not following an asthma actio",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,Inflammation,DISEASE,SYMPTOM,"Not seeing a doctor regularly, therefore asthma is not under good control Coming in contact with asthma triggers Allergies or severe allergic reactions Not using the peak flow meter and not taking asthma medication as directed by a primary care physician (PCP) correctly Not following an asthma actio",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,Inflammation,DISEASE,SYMPTOM,"Not seeing a doctor regularly, therefore asthma is not under good control Coming in contact with asthma triggers Allergies or severe allergic reactions Not using the peak flow meter and not taking asthma medication as directed by a primary care physician (PCP) correctly Not following an asthma actio",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,Inflammation,DISEASE,SYMPTOM,"Not seeing a doctor regularly, therefore asthma is not under good control Coming in contact with asthma triggers Allergies or severe allergic reactions Not using the peak flow meter and not taking asthma medication as directed by a primary care physician (PCP) correctly Not following an asthma actio",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,inflammation,DISEASE,SYMPTOM,"The simple explanation for allergic inflammation in asthma begins with the development of a predominantly helper T2 lymphocyte–driven, as opposed to helper T1 lymphocyte–driven, immune milieu, perhaps caused by certain types of immune stimulation early in life.",https://en.wikipedia.org/wiki/Acute_severe_asthma
asthma,hasSymptom*,inflammation,DISEASE,SYMPTOM,"In addition, ongoing airway inflammation is thought to cause airway hyperreactivity characteristic of asthma.",https://en.wikipedia.org/wiki/Acute_severe_asthma
Congestive,hasSymptom*,edema,DISEASE,SYMPTOM,Congestive heart failure Airway edema may cause wheezing in CHF.,https://en.wikipedia.org/wiki/Acute_severe_asthma
heart,hasSymptom*,edema,DISEASE,SYMPTOM,Congestive heart failure Airway edema may cause wheezing in CHF.,https://en.wikipedia.org/wiki/Acute_severe_asthma
failure,hasSymptom*,edema,DISEASE,SYMPTOM,Congestive heart failure Airway edema may cause wheezing in CHF.,https://en.wikipedia.org/wiki/Acute_severe_asthma
Emphysema,hasSymptom*,hypertension,DISEASE,SYMPTOM,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Emphysema,hasTreatment*,oxygen,DISEASE,TREATMENT,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Emphysema,hasTreatment*,therapy,DISEASE,TREATMENT,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Emphysema,hasMedication*,albuterol,DISEASE,MEDICATION,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Emphysema,hasMedication*,salbutamol,DISEASE,MEDICATION,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Emphysema,hasTreatment*,mechanical,DISEASE,TREATMENT,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Emphysema,hasTreatment*,ventilation,DISEASE,TREATMENT,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Heart,hasSymptom*,hypertension,DISEASE,SYMPTOM,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Heart,hasTreatment*,oxygen,DISEASE,TREATMENT,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Heart,hasTreatment*,therapy,DISEASE,TREATMENT,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Heart,hasMedication*,albuterol,DISEASE,MEDICATION,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
Heart,hasMedication*,salbutamol,DISEASE,MEDICATION,Eosinophilic granulomatosis with polyangiitis Croup Cystic fibrosis Emphysema Foreign bodies of the airway Gastroesophageal reflux disease Heart failure Idiopathic pulmonary arterial hypertension Inhalation injury Pulmonary artery sling Vocal cord dysfunction   Treatment Starting with first line tre,https://en.wikipedia.org/wiki/Acute_severe_asthma
